"FIPS","CODE","CMZ","total_acres","residue","avg_res_acre","cgy","cgr","sgr","sgr","sby","sbr","wheaty","wheatr","barleyy","barleyr","oaty","oatr","ryey","ryer","coty","cotr","suny","sunr","flay","flar","safy","safr","cany","canr","poty","potr"
"NE181","NE181",24,61539.4,103029,1.67,167.1,129849000,89,20472000,56.2,0,44.5,55737200,0,0,0,0,0,0,0,0,1170,0,0,0,0,0,0,0,0,0
"NE183","NE183",4,47990.1,125290,2.61,187.1,227458000,0,0,56.5,0,58.7,23121600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NE185","NE185",24,21565.2,46712.5,2.17,213.1,81844900,96.2,4942180,65,0,49.5,6637930,0,0,0,0,0,0,0,0,1979,0,0,0,0,0,0,0,0,0
"NH001","NH001",60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NH003","NH003",60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NH005","NH005",60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NH007","NH007",60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NH009","NH009",60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NH011","NH011",60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NH013","NH013",60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NH015","NH015",60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NH019","NH019",60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NJ001","NJ001",59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NJ003","NJ003",65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NJ005","NJ005",59,21706.8,10123.8,0.47,131.4,11188300,0,0,38.8,0,62.2,9059270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NJ007","NJ007",59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NJ009","NJ009",59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NJ011","NJ011",59,14057.2,7566.1,0.54,133,8064830,0,0,30.8,0,59.1,7067360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NJ013","NJ013",65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NJ015","NJ015",59,8168.08,3751.11,0.46,112.4,2548460,0,0,35.3,0,57.9,2855310,66.2,2098450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NJ019","NJ019",65,15328.4,3335.34,0.22,158,6051500,0,0,43,0,60.6,619183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NJ021","NJ021",65,8013.67,2854.16,0.36,151.4,5708310,0,0,40.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NJ023","NJ023",65,4005.57,1410.82,0.35,164.3,2821650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NJ025","NJ025",59,5005.79,2352.87,0.47,139.9,2716920,0,0,38.6,0,63.2,1988830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NJ027","NJ027",65,1001.39,107.28,0.11,136.9,214559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NJ029","NJ029",59,0,0,0,120.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NJ031","NJ031",65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NJ033","NJ033",59,29963.8,18887.7,0.63,148.7,9076690,0,0,37.8,0,65.3,23163600,79.1,5535120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NJ035","NJ035",65,5032.44,1303.5,0.26,119.4,2607010,0,0,46.4,0,55.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NJ037","NJ037",65,3346.76,1175.25,0.35,144.6,2350490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NJ039","NJ039",65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NJ041","NJ041",65,11471.6,3323.29,0.29,159.7,6283520,0,0,49.8,0,61.7,363064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NM001","NM001",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NM003","NM003",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NM005","NM005",30,0,0,0,180.9,0,74.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NM007","NM007",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NM009","NM009",30,0,0,0,205.3,0,38.2,0,0,0,27.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NM011","NM011",19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NM015","NM015",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NM017","NM017",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NM019","NM019",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NM021","NM021",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NM023","NM023",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NM025","NM025",33,0,0,0,183.2,0,102.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NM027","NM027",19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NM031","NM031",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NM033","NM033",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NM035","NM035",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NM037","NM037",30,0,0,0,0,0,27.8,0,0,0,22.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NM039","NM039",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NM041","NM041",15,38420.6,48627.5,1.27,183.4,25564300,31,1414740,0,0,23.3,70276000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NM043","NM043",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NM045","NM045",19,4445.1,17626.2,3.97,0,0,0,0,0,0,109.2,35252400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NM047","NM047",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NM049","NM049",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NM053","NM053",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NM055","NM055",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NM057","NM057",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NM059","NM059",30,0,0,0,0,0,0,0,0,0,62.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NM061","NM061",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NY001","NY001",4.1,685.16,39.54,0.06,111.3,79083.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NY007","NY007",4.1,1573.75,20.09,0.01,104.2,40183.4,0,0,49.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NY009","NY009",4.1,7332.84,522.76,0.07,126.3,1045520,0,0,54.7,0,73.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NY011","NY011",4.1,71295.6,18707.9,0.26,158.6,37220000,0,0,48.8,0,64.3,195665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NY013","NY013",4.1,11438.3,1595.98,0.14,153.9,3191960,0,0,49.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NY015","NY015",4.1,3596.86,351.02,0.1,146.7,702047,0,0,45.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NY017","NY017",4.1,5188.17,261.52,0.05,131.3,523030,0,0,56.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NY019","NY019",4.1,10784.1,7350.62,0.68,179.4,14701200,0,0,61.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NY021","NY021",65,10864.5,3783.05,0.35,158.5,7566090,0,0,54.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NY023","NY023",4.1,6807.82,452.03,0.07,132.9,904069,0,0,45.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NY025","NY025",4.1,1194.64,14.39,0.01,106,28772.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NY027","NY027",65,6004.61,1840.63,0.31,157.7,3681270,0,0,55.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NY029","NY029",4.1,17626.4,3104.31,0.18,142.1,6208620,0,0,40.6,0,50.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NY031","NY031",4.1,421.64,83.05,0.2,145.4,166100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NY035","NY035",4.1,737.87,93.27,0.13,153.4,186537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NY037","NY037",4.1,50346.3,13624.3,0.27,150.1,26893700,0,0,49.3,0,73.1,354837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NY039","NY039",4.1,316.23,2.78,0.01,91.6,5568.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NY041","NY041",4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NY043","NY043",4.1,7021.1,1058.29,0.15,149.4,2116580,0,0,42.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NY045","NY045",4.1,21622.2,5885.29,0.27,139,11770600,0,0,45.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NY051","NY051",4.1,77913,9089.58,0.12,174.1,18179200,0,0,51.7,0,68.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NY053","NY053",4.1,18766.8,2146.19,0.11,146.6,4285870,0,0,45.5,0,61.4,6508.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NY055","NY055",4.1,50469,16340.7,0.32,149.9,32511800,0,0,49.7,0,63.5,169598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NY057","NY057",4.1,10615.5,1701.78,0.16,145,3403560,0,0,42.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NY059","NY059",59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NY063","NY063",4.1,45051.4,17556.5,0.39,153.2,35113100,0,0,47.7,0,66.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NY065","NY065",4.1,27647.5,5439.9,0.2,151.9,10879800,0,0,49.8,0,67.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NY067","NY067",4.1,41350.9,8004.93,0.19,155.6,16009900,0,0,50.6,0,63.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NY069","NY069",4.1,61832.5,14685,0.24,155.2,29370000,0,0,51.4,0,66.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NY071","NY071",65,2319.01,256.31,0.11,126.8,512625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NY073","NY073",4.1,59758.9,24796.1,0.41,166.9,48971300,0,0,45,0,67.8,621000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NY075","NY075",4.1,8556.03,1721.41,0.2,140.7,3442830,0,0,44.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NY077","NY077",4.1,7442.74,435.74,0.06,134.4,871475,0,0,43.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NY079","NY079",65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NY083","NY083",4.1,6746.22,172.65,0.03,151.6,345297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NY087","NY087",4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NY089","NY089",4.1,7905.73,2080.96,0.26,140.9,4161930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NY091","NY091",4.1,3232.56,421.46,0.13,153.6,842920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NY093","NY093",4.1,263.52,19.78,0.08,106.7,39562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NY095","NY095",4.1,3689.34,176.64,0.05,148.6,353274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NY097","NY097",4.1,4677.75,373.05,0.08,139.2,746104,0,0,47.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NY099","NY099",4.1,57178,19693.5,0.34,159.3,39088700,0,0,49.7,0,65.4,298387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NY101","NY101",59,8109.82,2872.93,0.35,151.7,3009950,0,0,45.3,0,61.8,2735910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NY103","NY103",4.1,1343.81,86.21,0.06,123.5,172410,0,0,0,0,55.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NY105","NY105",4.1,210.82,4.35,0.02,120.8,8694.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NY107","NY107",4.1,4393.45,417.48,0.1,153.8,834959,0,0,49.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NY109","NY109",4.1,11880.3,1196.08,0.1,146.5,2392160,0,0,47.5,0,56.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NY111","NY111",4.1,1080.45,75.06,0.07,164.7,150126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NY113","NY113",4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NY115","NY115",4.1,6084.15,465,0.08,138.2,930007,0,0,34.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NY117","NY117",65,53163.5,48746.1,0.92,151.8,77335100,0,0,48.6,0,59.3,20157100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NY119","NY119",4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NY121","NY121",4.1,22696.9,3655.98,0.16,159.3,7311960,0,0,38.1,0,71.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NY123","NY123",4.1,8829.75,1395.21,0.16,157.4,2790420,0,0,48.9,0,67.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NC001","NC001",66,6551.42,5331.2,0.81,106.7,2634620,0,0,28.8,0,54.7,8027780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NC003","NC003",66,2320.67,713.48,0.31,93.5,392306,0,0,34.6,0,51,1034650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NC005","NC005",64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NC007","NC007",66,17925.5,6579.13,0.37,107,3152560,0,0,32.9,0,56.7,10005700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NC009","NC009",64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NC011","NC011",64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NC013","NC013",67,97466.8,124192,1.27,148.2,176697000,0,0,42.3,0,61.8,71687800,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0
"NC015","NC015",67,33363,25649.1,0.77,101.9,35832200,0,0,35.7,0,59.4,15466000,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0
"NC017","NC017",67,36206.5,33269.2,0.92,89.2,46469600,0,0,27.7,0,44.3,20068900,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0
"NC019","NC019",67,8347.45,5920.43,0.71,120.6,10434700,0,0,29.1,0,41.6,1406200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NC021","NC021",64,126.49,27.23,0.22,86.1,54453.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NC023","NC023",66,1562.01,185.57,0.12,105.4,139678,0,0,34.8,0,29.5,231458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NC025","NC025",66,8807.14,3398.06,0.39,114.7,1111300,0,0,34.8,0,55.4,5684820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NC027","NC027",66,1433.14,278.35,0.19,134.9,185693,0,0,34.4,0,47.1,371012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NC029","NC029",67,51802.1,83247.7,1.61,188.8,113906000,0,0,41.5,0,69.1,52589500,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0
"NC031","NC031",67,26520.8,31156.2,1.17,161.9,49904500,0,0,47.5,0,63.2,12407800,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0
"NC035","NC035",66,8596.91,4220.2,0.49,123.6,1619060,0,0,31.7,0,57.2,6821330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NC037","NC037",66,3953.69,1586.7,0.4,126.7,511606,0,0,26.6,0,59.7,2661790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NC039","NC039",64,666.72,229.07,0.34,178.4,458143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NC041","NC041",67,20280.2,24946.5,1.23,122.3,28355000,0,0,38,0,72.5,21538000,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0
"NC043","NC043",64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NC045","NC045",66,11183,1571.21,0.14,81.7,629264,0,0,31.1,0,58.4,2513160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NC047","NC047",67,65166.2,52344.9,0.8,107.1,76884300,0,0,29,0,47.4,27805500,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0
"NC049","NC049",67,28960.8,26051.1,0.9,125.5,40406000,0,0,36.5,0,64.1,11696200,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0
"NC051","NC051",67,20254.4,12570.9,0.62,96.5,18259900,0,0,29.8,0,48.6,6881900,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0
"NC053","NC053",67,19176.9,30894.7,1.61,183,44190700,0,0,41.2,0,73.1,17598700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NC055","NC055",67,869.63,579.79,0.67,111.1,1159580,0,0,35.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NC057","NC057",66,11607.1,5105.63,0.44,121.4,2217280,0,0,35.7,0,58.2,7993980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NC059","NC059",66,11249.6,9403.95,0.84,115,5351670,0,0,33.6,0,55.6,13456200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NC061","NC061",67,63824.8,69735.8,1.09,99.8,105795000,0,0,33.3,0,46.3,33676800,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0
"NC063","NC063",66,1413.69,576.72,0.41,99.6,154552,0,0,25.8,0,62.9,998884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NC065","NC065",67,52623.6,44730.5,0.85,97.6,54141600,0,0,29.5,0,51.5,35319300,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0
"NC067","NC067",66,4527.54,3324.44,0.73,95.2,1655820,0,0,30.5,0,46.9,4993050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NC069","NC069",66,18133,12222,0.67,92.8,4392320,0,0,25.2,0,55.5,20051800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NC071","NC071",66,1768.77,655.35,0.37,0,0,0,0,41.4,0,55.4,1310690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NC073","NC073",67,26378,31321.6,1.19,114.6,34605200,0,0,41,0,72.4,28038000,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0
"NC075","NC075",64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NC077","NC077",66,5451.1,1919.34,0.35,74.6,547766,0,0,25.7,0,47.8,3290910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NC079","NC079",67,25039.8,21592.8,0.86,118.8,30361300,0,0,31.3,0,59.7,12824300,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0
"NC081","NC081",66,12362.6,6894.25,0.56,106.7,2728070,0,0,28.9,0,54.3,11060400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NC083","NC083",67,29472.3,17103.4,0.58,90.1,20970900,0,0,34.1,0,53.9,13235800,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0
"NC085","NC085",67,12312.5,6926.33,0.56,99.1,8616840,0,0,29.5,0,52.5,5235820,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0
"NC087","NC087",64,84.33,25.5,0.3,133.7,51007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NC089","NC089",64,1409.85,509.55,0.36,155.4,1019110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NC091","NC091",67,25309,22299.9,0.88,100.6,27391700,0,0,33.2,0,67.4,17208000,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0
"NC093","NC093",67,20783,11767.8,0.57,98.8,13780300,0,0,30.7,0,51.3,9755330,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0
"NC095","NC095",67,58047.5,105693,1.82,179.9,152133000,0,0,45.7,0,69.9,59252200,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0
"NC099","NC099",64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NC101","NC101",67,27502.5,19897.2,0.72,100.2,24083300,0,0,30.3,0,58.4,15711100,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0
"NC103","NC103",67,28670.2,22454.2,0.78,96.8,31464900,0,0,36.7,0,46.4,13443600,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0
"NC105","NC105",66,5579.04,2849.77,0.51,89.3,1098160,0,0,31.4,0,58.6,4601380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NC107","NC107",67,43205.6,38319.9,0.89,112.9,56048800,0,0,34,0,47.3,20591000,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0
"NC109","NC109",66,6832.51,1233.35,0.18,94.3,455539,0,0,31.6,0,51.9,2011150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NC111","NC111",64,421.64,87.11,0.21,77.9,174213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NC113","NC113",64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NC115","NC115",64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NC117","NC117",67,29342.5,29503.7,1.01,101.6,34122500,0,0,34.9,0,56.6,24885000,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0
"NC119","NC119",66,1927.51,593.01,0.31,116.8,224264,0,0,28.5,0,54.5,961753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NC121","NC121",64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
